onset	duration	trial_type	rating
0.04	17.44	fixation_cross	n/a
17.48	3.01	instruction	n/a
20.48	20.06	control_moving_bars	n/a
40.55	5.1	rating	5
45.64	18.26	fixation_cross	n/a
63.91	3	instruction	n/a
66.91	20.06	watch_moving_bars	n/a
86.97	19.75	fixation_cross	n/a
106.72	3.01	instruction	n/a
109.73	20.03	watch_static_bars	n/a
129.76	19.4	fixation_cross	n/a
149.16	3.01	instruction	n/a
152.16	20.05	control_moving_bars	n/a
172.21	5.93	rating	3
178.15	19.89	fixation_cross	n/a
198.03	3.01	instruction	n/a
201.04	20.06	watch_moving_bars	n/a
221.1	18.97	fixation_cross	n/a
240.07	3.01	instruction	n/a
243.08	20.07	control_moving_bars	n/a
263.14	2.38	rating	4
265.52	17.1	fixation_cross	n/a
282.63	3.01	instruction	n/a
285.64	20.04	watch_static_bars	n/a
305.68	19.56	fixation_cross	n/a
325.24	3	instruction	n/a
328.24	20.07	watch_moving_bars	n/a
348.3	19.81	fixation_cross	n/a
368.12	3.01	instruction	n/a
371.12	20.05	watch_moving_bars	n/a
391.18	19.05	fixation_cross	n/a
410.22	3.01	instruction	n/a
413.23	20.03	watch_static_bars	n/a
433.26	19.28	fixation_cross	n/a
452.55	3.01	instruction	n/a
455.56	20.05	watch_moving_bars	n/a
475.6	19.24	fixation_cross	n/a
494.84	3	instruction	n/a
497.85	20.06	control_moving_bars	n/a
517.91	2.61	rating	3
520.52	18.19	fixation_cross	n/a
538.71	3.01	instruction	n/a
541.72	20.05	watch_static_bars	n/a
561.76	18.97	fixation_cross	n/a
580.73	3.01	instruction	n/a
583.74	20.05	watch_static_bars	n/a
603.79	17.52	fixation_cross	n/a
621.31	3.01	instruction	n/a
624.32	20.05	control_moving_bars	n/a
644.36	1.67	rating	3
