onset	duration	trial_type	rating
0.03	19.12	fixation_cross	n/a
19.16	3.01	instruction	n/a
22.17	20.06	control_moving_bars	n/a
42.23	4.01	rating	3
46.24	17.1	fixation_cross	n/a
63.34	3.01	instruction	n/a
66.35	20.11	watch_moving_bars	n/a
86.46	17.83	fixation_cross	n/a
104.29	3.01	instruction	n/a
107.3	20.03	watch_static_bars	n/a
127.33	17.14	fixation_cross	n/a
144.47	3.01	instruction	n/a
147.48	20.06	control_moving_bars	n/a
167.54	3.53	rating	3
171.07	17.3	fixation_cross	n/a
188.37	3.01	instruction	n/a
191.38	20.06	watch_moving_bars	n/a
211.44	19.48	fixation_cross	n/a
230.93	3.01	instruction	n/a
233.94	20.06	control_moving_bars	n/a
254	2.54	rating	4
256.54	19.09	fixation_cross	n/a
275.64	3.01	instruction	n/a
278.65	20.03	watch_static_bars	n/a
298.68	17.96	fixation_cross	n/a
316.63	3.01	instruction	n/a
319.64	20.06	watch_moving_bars	n/a
339.71	19.86	fixation_cross	n/a
359.56	3.01	instruction	n/a
362.58	20.06	watch_moving_bars	n/a
382.64	17.11	fixation_cross	n/a
399.75	3.01	instruction	n/a
402.76	20.03	watch_static_bars	n/a
422.79	18.33	fixation_cross	n/a
441.12	3.01	instruction	n/a
444.13	20.11	watch_moving_bars	n/a
464.24	18.16	fixation_cross	n/a
482.4	3.01	instruction	n/a
485.41	20.06	control_moving_bars	n/a
505.47	3.28	rating	4
508.75	19.3	fixation_cross	n/a
528.05	3.01	instruction	n/a
531.06	20.05	watch_static_bars	n/a
551.1	19.39	fixation_cross	n/a
570.49	3.01	instruction	n/a
573.5	20.03	watch_static_bars	n/a
593.54	17.57	fixation_cross	n/a
611.1	3.01	instruction	n/a
614.11	20.06	control_moving_bars	n/a
634.17	4.15	rating	2
