onset	duration	trial_type	rating
0.03	19.12	fixation_cross	n/a
19.16	3.01	instruction	n/a
22.17	20.06	control_moving_bars	n/a
42.23	6.19	rating	4
48.42	17.1	fixation_cross	n/a
65.52	3.01	instruction	n/a
68.53	20.11	watch_moving_bars	n/a
88.64	17.83	fixation_cross	n/a
106.47	3.01	instruction	n/a
109.48	20.03	watch_static_bars	n/a
129.51	17.14	fixation_cross	n/a
146.66	3.01	instruction	n/a
149.67	20.06	control_moving_bars	n/a
169.73	3.13	rating	4
172.86	17.3	fixation_cross	n/a
190.16	3.01	instruction	n/a
193.18	20.06	watch_moving_bars	n/a
213.24	19.48	fixation_cross	n/a
232.72	3.01	instruction	n/a
235.73	20.06	control_moving_bars	n/a
255.79	2	rating	4
257.79	19.09	fixation_cross	n/a
276.88	3.01	instruction	n/a
279.9	20.03	watch_static_bars	n/a
299.93	17.96	fixation_cross	n/a
317.88	3.01	instruction	n/a
320.89	20.06	watch_moving_bars	n/a
340.96	19.86	fixation_cross	n/a
360.81	3.01	instruction	n/a
363.82	20.11	watch_moving_bars	n/a
383.93	17.11	fixation_cross	n/a
401.05	3.01	instruction	n/a
404.06	20.03	watch_static_bars	n/a
424.09	18.33	fixation_cross	n/a
442.42	3.01	instruction	n/a
445.43	20.06	watch_moving_bars	n/a
465.49	18.16	fixation_cross	n/a
483.65	3.01	instruction	n/a
486.66	20.06	control_moving_bars	n/a
506.72	3.17	rating	4
509.89	19.3	fixation_cross	n/a
529.18	3.01	instruction	n/a
532.2	20.03	watch_static_bars	n/a
552.23	19.39	fixation_cross	n/a
571.62	3.01	instruction	n/a
574.63	20.02	watch_static_bars	n/a
594.64	17.57	fixation_cross	n/a
612.21	3.01	instruction	n/a
615.22	20.06	control_moving_bars	n/a
635.28	2.09	rating	3
